Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-1_run-1287_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-2_run-1288_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-3_run-1289_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-4_run-1290_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-5_run-1291_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-6_run-1292_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-7_run-1293_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-8_run-1294_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-1_run-1295_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-2_run-1296_60 SPD_12-11-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-3_run-1297_60 SPD_12-11-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-4_run-1298_60 SPD_12-11-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-5_run-1299_60 SPD_12-11-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-6_run-1300_60 SPD_12-11-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-7_run-1301_60 SPD_12-11-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-8_run-1302_60 SPD_12-11-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Analyse Marlene SIRIC 260324\Sample-7-C-39-ctrl_run-1687_60 SPD_3-25-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Analyse Marlene SIRIC 260324\Sample-8-C-39-IR_run-1688_60 SPD_3-25-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Analyse Marlene SIRIC 260324\Sample-9-C-35-CTRL_run-1689_60 SPD_3-25-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Analyse Marlene SIRIC 260324\Sample-10-C-35-IR_run-1690_60 SPD_3-25-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Analyse Marlene SIRIC 260324\Sample-11-C-69-CTRL_run-1691_60 SPD_3-25-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Analyse Marlene SIRIC 260324\Sample-12-C-39-IR_run-1692_60 SPD_3-25-2024.d
Q7Z449;Q7Z449-2	Q7Z449;Q7Z449-2	CP2U1_HUMAN	CYP2U1	Cytochrome P450 2U1						1110.97	2042.1	2882.48								3517.72			2990.32	4735.56		
Q7Z460;Q7Z460-2;Q7Z460-3;Q7Z460-4;Q7Z460-5	Q7Z460;Q7Z460-2;Q7Z460-3;Q7Z460-4;Q7Z460-5	CLAP1_HUMAN	CLASP1	CLIP-associating protein 1	2450.74	4074.49	3721.45	3055.14	4296.68	2686.37	5009.42	7422.25	4114.21	4161.02	3933.06	3825.98	4864.16	3587.96	5247.76	8619.3	4857.51	6668.43	7701.18	8261.87	3980.33	5731.15
Q7Z478	Q7Z478	DHX29_HUMAN	DHX29	ATP-dependent RNA helicase DHX29	2427.23	2994.99	2713.52	2761.62	2614.71	3685.6	5920.46	9192.11	3060.6	2943.83	3154.26	3034.47	3722.27	2905.6		6957.04	3369.09	3707.04	6746.43	8314.31	3063.61	4905.84
Q7Z4H3	Q7Z4H3;Q7Z4H3-2	HDDC2_HUMAN	HDDC2	5'-deoxynucleotidase HDDC2	7167.78	8510.98	9697.39	11302.1	7791.58	8841.87		2397.66	11155.1	8489.5	11077.4	9848.46	8998.47	9572.87		2448.59	10133.9	7883.32	4218.05	4323.21	9704.52	8308.13
Q7Z4H8	Q7Z4H8;Q7Z4H8-2;Q7Z4H8-3	PLGT3_HUMAN	POGLUT3	Protein O-glucosyltransferase 3							12469.3	12053.7			4693.25				9544.24	9795.65		5830.99	11116.7	10964.5		
Q7Z4K8;Q7Z4K8-5	Q7Z4K8;Q7Z4K8-5	TRI46_HUMAN	TRIM46	Tripartite motif-containing protein 46							1553.71	2564.14							3700.09	4606.67			2651.12	7278.38		
Q7Z4L5	Q7Z4L5	TT21B_HUMAN	TTC21B	Tetratricopeptide repeat protein 21B								1689.48							1899.73	1772.73			535.652	1457.48		
Q7Z4Q2	Q7Z4Q2;Q7Z4Q2-2;Q7Z4Q2-3	HEAT3_HUMAN	HEATR3	HEAT repeat-containing protein 3							3618.82	9815.63							7613.38	10035.1			3567.76	10465.3	1117.97	
Q7Z4S6;Q7Z4S6-2;Q7Z4S6-4;Q7Z4S6-5;Q7Z4S6-6	Q7Z4S6;Q7Z4S6-2;Q7Z4S6-3;Q7Z4S6-4;Q7Z4S6-5;Q7Z4S6-6	KI21A_HUMAN	KIF21A	Kinesin-like protein KIF21A	2921.01	2212.73	2723.17	2381.77	3106.57	2700.87	5747.22	2774.64	2102.21	1618.66	2715.21	3171.17	3366.6	3077.07	4926.28	2850.42	4619.73	3904.86	992.829	1510.67	2344.83	2107.04
Q7Z4V5	Q7Z4V5;Q7Z4V5-2;Q7Z4V5-3;Q7Z4V5-4	HDGR2_HUMAN	HDGFL2	Hepatoma-derived growth factor-related protein 2							6255.09	5299.74							4785.77	5866.92			9802.36	9859.68		
Q7Z4W1	Q7Z4W1	DCXR_HUMAN	DCXR	L-xylulose reductase					11753.9		45509.6	50654							28887.7	48669			42110.8	35003.5		
Q7Z553;Q7Z553-3	Q7Z553;Q7Z553-3	MDGA2_HUMAN	MDGA2	MAM domain-containing glycosylphosphatidylinositol anchor protein 2							1688.43	443.561								1262.89			214.04	275.65		
Q7Z569;Q7Z569-2	Q7Z569;Q7Z569-2	BRAP_HUMAN	BRAP	BRCA1-associated protein	1514.55		1561.01	1744.76	1252.86	1611.99		625.649	950.582		2165.33		3525.78	2210.88		565.856	1056.17	1609.09	598.865	828.067	1460.06	1573.15
Q7Z589;Q7Z589-2;Q7Z589-5;Q7Z589-7	Q7Z589;Q7Z589-5;Q7Z589-2;Q7Z589-7	EMSY_HUMAN	EMSY	BRCA2-interacting transcriptional repressor EMSY								832.995								1028.66			838.298	1094.75		
Q7Z5G4	Q7Z5G4	GOGA7_HUMAN	GOLGA7	Golgin subfamily A member 7	7200.7	7338.6	6084.55	7794.47	5829.38	7559.06	3805.78	3029.48	5360.42	6513.49	5692.59	4553.02	5831.1	5603.13	4743.24	3835.61	3904.82	5195.46	2034.23	1939.36	4229.05	3867.26
Q7Z5K2;Q7Z5K2-2;Q7Z5K2-3	Q7Z5K2;Q7Z5K2-2;Q7Z5K2-3	WAPL_HUMAN	WAPL	Wings apart-like protein homolog	2934.64	2844.61	2728.22	3196.53	3534.26	4126.84	2111.77	2001.04	3491.62	3015.02	2509.46	2792.95	2580.33	3726.51		2100.99	3885.12	3273.72	1862.88	3635.14	3114.44	3712.55
Q7Z5L9;Q7Z5L9-2	Q7Z5L9;Q7Z5L9-2	I2BP2_HUMAN	IRF2BP2	Interferon regulatory factor 2-binding protein 2								382.985											164.819	137.498		
Q7Z5P4;Q7Z5P4-2	Q7Z5P4;Q7Z5P4-2	DHB13_HUMAN	HSD17B13	17-beta-hydroxysteroid dehydrogenase 13	2969.11	2274.11	6864.76	5750.49	5698.26	4209.69			4166.95	2985.34	5685.1	5753.52	5914.5	5300.64			7741.21	10309.6			2972.47	3072.91
Q7Z6G3	Q7Z6G3;Q7Z6G3-2	NECA2_HUMAN	NECAB2	N-terminal EF-hand calcium-binding protein 2	4585.44	5548.92			4409.58	6049.38	9205.47	8137.83		7836.15	5737.29			3544.94	5109.2	7739.47		3462.12	6447.78	5871.82	5950.62	6108.12
Q7Z6J9	Q7Z6J9	SEN54_HUMAN	TSEN54	tRNA-splicing endonuclease subunit Sen54								9276							7739.24	9452.27			8347.93	10748.8		
Q7Z6K3	Q7Z6K3	PTAR1_HUMAN	PTAR1	Protein prenyltransferase alpha subunit repeat-containing protein 1	4391.33		4151.58		3964.08	6170.44		9226.96	5415.95	3419.78		5688.77	4409.23	5596.44	7874.27	8780.18	4265.39	4216.44	4321.76	8748.77	6441.7	4942.6
Q7Z6K5	Q7Z6K5;Q7Z6K5-2	ARPIN_HUMAN	ARPIN	Arpin	4339.26	4994.26	3699.17	4378.46	2233.63		5156.23	3153.61	6386.69	4322.13	4182.36	3596.85	4274.4	2877.7	5231.58	5947.54			2243.01	3238.7	3509.23	2034.73
Q7Z6L1;Q7Z6L1-2	Q7Z6L1;Q7Z6L1-2	TCPR1_HUMAN	TECPR1	Tectonin beta-propeller repeat-containing protein 1	11144.4	13418.8	8052.34	10702.4	10350.7	17334.1		1124.6	6080.58	8495.29	6072.22	9612.01	8109.52	9887.07			13079.3	8917.82	2635.66	2406.16	17927.3	14767.6
Q7Z6M1	Q7Z6M1	RABEK_HUMAN	RABEPK	Rab9 effector protein with kelch motifs							4934.09	2375.57							3667.82	2567.3			1812.6	1556.05		
Q7Z6M4	Q7Z6M4	MTEF4_HUMAN	MTERF4	Transcription termination factor 4, mitochondrial								1840.25				4377.37				1679.31			2270.44	3463.92		
Q7Z6Z7;Q7Z6Z7-2;Q7Z6Z7-3	Q7Z6Z7;Q7Z6Z7-2;Q7Z6Z7-3	HUWE1_HUMAN	HUWE1	E3 ubiquitin-protein ligase HUWE1	15667.7	13879.4	14466.1	14544.9	14860.1	16609.9	22907.8	31729.1	14730.5	14457.3	14842	15102	13140.8	15641.5	23244.7	29040.5	17624.8	17758.5	33280.3	35219.9	17341.2	18143.9
Q7Z739	Q7Z739;Q9BYJ9;Q9Y5A9;Q9Y5A9-2	YTHD3_HUMAN	YTHDF3	YTH domain-containing family protein 3	2802.9	2203.83	2033.87	2742.85	3813.92	1876.1	3051.75	2131.85	3040.07	3034.32	2966.15	2592.71	2339.51	3989.41		2772.1	4456.4	2046.16	2037.32	2269.85	3102.83	2997.13
Q7Z7A3	Q7Z7A3	CTU1_HUMAN	CTU1	Cytoplasmic tRNA 2-thiolation protein 1	962.201		1372.26		1633.21	1311.94		1060.03	1427.23	840.226	1469.65	1695.31		1718.68		1457.87		1745.46	1558.94	1267.12	1317.78	1230.95
Q7Z7A4;Q7Z7A4-2;Q7Z7A4-4;Q7Z7A4-5;Q7Z7A4-6;Q7Z7A4-7	Q7Z7A4;Q7Z7A4-2;Q7Z7A4-4;Q7Z7A4-5;Q7Z7A4-6;Q7Z7A4-7	PXK_HUMAN	PXK	PX domain-containing protein kinase-like protein								960.839								1186.07				347.188		
Q7Z7B1	Q7Z7B1	PIGW_HUMAN	PIGW	Phosphatidylinositol-glycan biosynthesis class W protein	3131.65	3227.95	3059.06	3550.67	2882.06				2681.72	2706.56	2786.94	3519.34	3063.85				2657.47				3373.75	4808.88
Q7Z7F7;Q7Z7F7-2	Q7Z7F7;Q7Z7F7-2	RM55_HUMAN	MRPL55	39S ribosomal protein L55, mitochondrial								665.235							2866.12	3297.1			2242.05	2827.75		
Q7Z7H5	Q7Z7H5;Q7Z7H5-2;Q7Z7H5-3	TMED4_HUMAN	TMED4	Transmembrane emp24 domain-containing protein 4	14648.7	17122.1	11843.5	14431.2	12095.3	17887.5	11749.9	4444.21	12603.3	10281.3	9631.59	10357	10789.8	8755.42	5060.27	5231.84	9525.41	7088.59	6294.85	8887.62	15714.9	10097.7
Q7Z7H8;Q7Z7H8-2	Q7Z7H8;Q7Z7H8-2	RM10_HUMAN	MRPL10	39S ribosomal protein L10, mitochondrial	1583.99						10959.3	9817.66							16948.1	12365			11386.9	14275		
Q7Z7L7	Q7Z7L7	ZER1_HUMAN	ZER1	Protein zer-1 homolog	2486.88		1704.13		2650.62	3383.05		1012.16	1606.9		1796.92	1041.87	2042.73	1707.41		1492.34	2484.52	1949.42	416.077	1450.38	2083.19	1865.09
Q7Z7M0;Q7Z7M0-2	Q7Z7M0;Q7Z7M0-2	MEGF8_HUMAN	MEGF8	Multiple epidermal growth factor-like domains protein 8							1708.97	1483.13								1336.9				2184.13		
Q7Z7N9	Q7Z7N9	T179B_HUMAN	TMEM179B	Transmembrane protein 179B								3705.6							4057.15	4164.73			5468.41	9436.5		
Q86SE5;Q86SE5-3	Q86SE5;Q86SE5-3	RALYL_HUMAN	RALYL	RNA-binding Raly-like protein							10824.6								11038	15330.8			22169.9			
Q86SF2	Q86SF2	GALT7_HUMAN	GALNT7	N-acetylgalactosaminyltransferase 7	2538.8	2654.77	3674.15	3790.87	3106.86	2281.17		1136.55	2010.3	1917.03	3189.59	2772.85		1682.31			3090.02	2269.02		562.526	1912.95	1142.5
Q86SK9;Q86SK9-2	Q86SK9;Q86SK9-2	SCD5_HUMAN	SCD5	Stearoyl-CoA desaturase 5							11021.3	5877.58							7201.93	10154.4			4122.97	5494.95		
Q86SR1;Q86SR1-2	Q86SR1;Q86SR1-2;Q86SR1-3	GLT10_HUMAN	GALNT10	Polypeptide N-acetylgalactosaminyltransferase 10	1975.41	1597.54	2208.14	1271.67	1841.03	2434.94			1388.28	2513.23	3380.87	2560.19	5087.6	2294.47			1727.27	1444.61			1378.91	2313.62
Q86SX6	Q86SX6	GLRX5_HUMAN	GLRX5	Glutaredoxin-related protein 5, mitochondrial	12635.9	18086.3	10004.4	16374.6	7842.76	12226	3620.36	2089.91	9913.55	11372	11154	10130.5	10377.3	10413.3	8706.95	7381.67	4692.59	7087.83	2439.54	4844.32	7691.75	5679.29
Q86T03;Q86T03-2	Q86T03;Q86T03-2	PP4P1_HUMAN	PIP4P1	Type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase	2581.35	3140.55	2607.51	3206.46	2344.54	1366.75	1750.88	1706.45	2468.76	2524.33	3080.89	2587.22	2983.97	2694.96	2279.26	2141.3		1743.41	2471.77	1279.91	1894.93	
Q86TB9;Q86TB9-2	Q86TB9;Q86TB9-2;Q86TB9-4	PATL1_HUMAN	PATL1	Protein PAT1 homolog 1		3299.89					5866.58	5890.22		2492.6					2381.29	4213.69			10786.8	5491.57		
Q86TG7-4	Q86TG7;Q86TG7-4	PEG10_HUMAN	PEG10	Isoform 4 of Retrotransposon-derived protein PEG10								5529.57						1358.04	6186.34	5525.91			5861.33	7277.07		
Q86TI0;Q86TI0-2	Q86TI0;Q86TI0-2	TBCD1_HUMAN	TBC1D1	TBC1 domain family member 1	2398.56	3521.29	1352.25	2919.47	1437.54	2924.74	1006.46	810.404	1502.26	2171.11	1673.98	2366.06	776.99	2587.98		1234.14	1753.28	2573.48	1223.21	1753.99	1868.43	1748.52
Q86TM6;Q86TM6-3	Q86TM6;Q86TM6-3	SYVN1_HUMAN	SYVN1	E3 ubiquitin-protein ligase synoviolin	2592.45	2274.14	2806.47	3626.27	2722.43	3210.38		1037.05	2448.78	1790.95	3076.68	1626.41	3235.68	2536.89		1475.89	2861.71	2828.44	1591.65	2023.98	2684	3651.11
Q86TN4;Q86TN4-2;Q86TN4-3;Q86TN4-4	Q86TN4;Q86TN4-2;Q86TN4-3;Q86TN4-4	TRPT1_HUMAN	TRPT1	tRNA 2'-phosphotransferase 1	497.458						705.627	2321.29								2033.5			1945.23	1792.19		
Q86TP1	Q86TP1;Q86TP1-2;Q86TP1-4	PRUN1_HUMAN	PRUNE1	Exopolyphosphatase PRUNE1	6722.54	6141.29	4984.35	3699.76	4470.26	4991.7	2868.22	2144.98	5365.11	5454.6	3778.99	4244.73	6129.36	5478.85	2537.56	2693.87	6630.67	5565.44	2476.01	3128.15	6643.28	6870.15
Q86TU7	Q86TU7;Q86TU7-2;Q86TU7-3	SETD3_HUMAN	SETD3	Actin-histidine N-methyltransferase	8428.98	7918.23	10433.4	7990.72	12434.4	8856.3	2596.81	3285.44	10465	10178.3	13413.7	10601.4	12060.4	9375.43		3777.09	8765.78	11144.6	3440.95	3719.6	7935.11	11718.6
Q86TV6;Q86TV6-2	Q86TV6;Q86TV6-2	TTC7B_HUMAN	TTC7B	Tetratricopeptide repeat protein 7B								518.913								400.889			548.052	178.393		
Q86U28	Q86U28	ISCA2_HUMAN	ISCA2	Iron-sulfur cluster assembly 2 homolog, mitochondrial	6355.92	9314.25	3121.43	7535.77	3406.82	6988.79			4362.45	5561.98		4577.36		4282.7							3947.12	
Q86U38	Q86U38	NOP9_HUMAN	NOP9	Nucleolar protein 9	1202.97		1520.08	1788.59		1697.88	4651.59	3948.23	1010.66	1499.56	866.855	1493.63	1705.96	1456.07	2181.05	3820.92	1682.98	1595.75	6178.77	4654.2	1523.86	1857.17
Q86U42;Q86U42-2;Q92843-2	Q86U42;Q86U42-2;Q92843-2	B2CL2_HUMAN;PABP2_HUMAN	BCL2L2;PABPN1	Polyadenylate-binding protein 2	40294.2	38117.9	29453.2	31908.9	27694.3	42012.2	37725	42957.8	21428.4	29333.8	26284.2	22149.9	31650.9	30407.2	46996	53557.1	37705.7	35634.5	53530.3	62100.5	32401.6	33034.2
Q86U44	Q86U44	MTA70_HUMAN	METTL3	N6-adenosine-methyltransferase catalytic subunit	3267.66	4641.47	3250.68	3621.08	4046.37	3941.33	7387.34	6125.08	3185.5	3637.91	3682.49	4668.11	4503.53	4584.32	7092.37	4947.11	3959.2	3958.2	9681.31	8076.05	3605.51	4454.54
Q86U70;Q86U70-2;Q86U70-3	Q86U70;Q86U70-2;Q86U70-3	LDB1_HUMAN	LDB1	LIM domain-binding protein 1	1519.69	957.997	1411.09	1257.66		875.045		1895.55	1056.71	1527.6	1251.83	1370.26	1372.7	1710.36		2655.74	1101.53		3587.86	3394.29	2046.77	2036.47
Q86U86;Q86U86-2;Q86U86-3;Q86U86-4;Q86U86-5;Q86U86-7;Q86U86-8;Q86U86-9	Q86U86;Q86U86-2;Q86U86-3;Q86U86-4;Q86U86-5;Q86U86-7;Q86U86-8;Q86U86-9	PB1_HUMAN	PBRM1	Protein polybromo-1	6980.13	5436.5	6427.58	3711.54	6983.55	5548.92	5586.24	7698.33	5757.62	5772.48	7271.59	6258.14	6991.48	7355.04	9523.08	6336.61	8641.83	8189.05	9099.35	9070.41	8382.91	8803.18
Q86UA1	Q86UA1;Q86UA1-2	PRP39_HUMAN	PRPF39	Pre-mRNA-processing factor 39	3575.34	4185.56	3936.91	3476.87	4767.91	4558.72	3683.42	3195.33	3104.05	3314.62	3855.75	3143.94	3893.65	4174.52		4459.18	6602.16	5416.48	4913.03	5930.89	5716.79	5821.43
Q86UD0	Q86UD0	SAPC2_HUMAN	SAPCD2	Suppressor APC domain-containing protein 2	446.228	386.534	394.625		1540.9		3119.02	5063.11	988.76				906.721	1731.23	4130.89	4944.78			1672.55	4001.36		
Q86UE4	Q86UE4	LYRIC_HUMAN	MTDH	Protein LYRIC	8245.74	9725.14	9332.03	10627.9	7732.48	6878.62	6403.51	5191.76	8621.18	7728	8010.17	9492.87	8107.48	9249.42	5761.3	7360.26	12195.2	13777.7	12584.9	12057.5	12997	17131.1
Q86UE8;Q86UE8-2;Q86UE8-3	Q86UE8;Q9UKI8;Q86UE8-2;Q86UE8-3;Q9UKI8-2;Q9UKI8-3;Q9UKI8-4;Q9UKI8-5	TLK2_HUMAN	TLK2	Serine/threonine-protein kinase tousled-like 2	1732.44	1353.29	2167.63	2267.7	2506.74	2292.97	3101.41	2925.06	1221.46	1624.99	1185.33	1576.01	1964.08	1900.52		1963.43	2726.89	2768.49	4727.12	4392.47	3489.94	2567.51
Q86UK7;Q86UK7-2;Q86UK7-3	Q86UK7;Q86UK7-2;Q86UK7-3	ZN598_HUMAN	ZNF598	E3 ubiquitin-protein ligase ZNF598	7581.82	7991.51	8104.36	9311.31	7238.1	9723.56	3754.06	6921.42	6707.26	7349.88	8774.41	9244.02	5998.63	8381.31	4841.07	5942.28	9573.64	6625.23	7044.68	5612.56	9030.17	10030.4
Q86UL3	Q86UL3	GPAT4_HUMAN	GPAT4	Glycerol-3-phosphate acyltransferase 4					618.229			2079.52			3083.57		3222.9			993.524	1692.96	2128.8	3783.12	3491.18		2411.26
Q86UL8;Q86UL8-2	Q86UL8;Q86UL8-2	MAGI2_HUMAN	MAGI2	Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2		1806.1						659.874								1216.75			1862.39	1660.21		
Q86UN3	Q86UN3	R4RL2_HUMAN	RTN4RL2	Reticulon-4 receptor-like 2							2966.97	2693							2697.97	3387.13			7896.09	5577.17		
Q86UP2	Q86UP2;Q86UP2-3;Q86UP2-2;Q86UP2-4	KTN1_HUMAN	KTN1	Kinectin	7660.52	9376.07	9444.39	9119.37	10205.7	8886.19	9934.48	9830.4	9674.15	9546.16	9884.29	10609	9273.12	8019.34	10118.7	9177.63	9711.98	13162.6	11984.1	12276.9	11236.7	10199.3
Q86UQ4;Q86UQ4-3;Q86UQ4-4;Q86UQ4-5;Q86UQ4-6;Q86UQ4-7	Q86UQ4;Q86UQ4-3;Q86UQ4-4;Q86UQ4-5;Q86UQ4-6;Q86UQ4-7	ABCAD_HUMAN	ABCA13	ATP-binding cassette sub-family A member 13	6068.17	9690	4725.07	6792.14	3301.78			1184.04	4796.62	5194.15	2999.54	4480.69	2583.78								4369.73	
Q86US8	Q86US8	EST1A_HUMAN	SMG6	Telomerase-binding protein EST1A			2403.74	3404.53	2854.34			1456.43			2303.01	2891.34		3865.3		2134.87	4639.66	3773.2		2851.12	3293.9	3523.05
Q86UT6	Q86UT6;Q86UT6-2	NLRX1_HUMAN	NLRX1	NLR family member X1	23195.9	27222.5	29475.5	33838.7	21705.2	24201.8		32145.2	28199.6	22497	24162	28196.7	19952.1	24692.3			27797.2	23674.5	24404.1		30739.4	19314.7
Q86UU0;Q86UU0-2;Q86UU0-3;Q86UU0-4	Q86UU0;Q86UU0-2;Q86UU0-3;Q86UU0-4	BCL9L_HUMAN	BCL9L	B-cell CLL/lymphoma 9-like protein	4250.98	4347.57	3810.22	4522.35	5425.25	4651.71		1259.58	4524.49	5067.77	5318.59	5125.63	3632.95	5551.08		1596.22	3788.82	4775.92	2521	2499.32	4860.27	6295.14
Q86UU1;Q86UU1-2	Q86UU1;Q86UU1-2	PHLB1_HUMAN	PHLDB1	Pleckstrin homology-like domain family B member 1	2801.55		2233.76		2388.53	2835.6	7777.86	5244.34	2914.71	2804.42		1650.89	3513.76	3635.25	6249.83	5891.87	1898.28		4757.59	3763.6	2125.79	1590.64
Q86UV5;Q86UV5-2;Q86UV5-3;Q86UV5-8	Q86UV5;Q86UV5-2;Q86UV5-3;Q86UV5-4;Q86UV5-7;Q86UV5-8	UBP48_HUMAN	USP48	Ubiquitin carboxyl-terminal hydrolase 48	2421.34		2768.12	2445.6	3696.39	3499.39	4691.49	8564.44	2650.32	2543.24	3267.67	2126.58	2981.01	2821.58	6578.97	7196.5	3379.98	2357.84	2734.51	6760.58	2524.27	2907.63
Q86UW7;Q86UW7-2;Q86UW7-3	Q86UW7;Q86UW7-2;Q86UW7-3	CAPS2_HUMAN	CADPS2	Calcium-dependent secretion activator 2	1101.14		920.483	526.651	800.06	1910.47			748.555	655.535		855.819		929.194			683.899	927.316			1557.06	461.103
Q86UY8;Q86UY8-2	Q86UY8;Q86UY8-2	NT5D3_HUMAN	NT5DC3	5'-nucleotidase domain-containing protein 3	5745.75	10238.9	4684.74	10809.5	9289.64	15109.4	7506.49	7184.74	4673.41	4862.58	6489.46	7163.39	8998.26	9583.29	7209.63	4573.01	15841.2	16404.1	8250.61	18930.3	9607.67	6097.09
Q86V21	Q86V21;Q86V21-2	AACS_HUMAN	AACS	Acetoacetyl-CoA synthetase	30058.5	32189.9	23663.7	19403.5	54087.6	38026.6	10027.4	3977.65	35377.3	48051.3	38983.4	34803.5	54843	67959.4	8546.77	4520.61	37566.2	33929.2	5240.08	2452.2	43478.2	38482.2
Q86V48;Q86V48-2;Q86V48-3	Q86V48;Q86V48-2;Q86V48-3	LUZP1_HUMAN	LUZP1	Leucine zipper protein 1																1623.78			1459.51	2278.47		
Q86V81	Q86V81	THOC4_HUMAN	ALYREF	THO complex subunit 4	29738.2	24543.8	27699.8	22891	21586	21482.8	23276.2	29122	27871.2	26375.2	24825	21514.7	29151.7	22571.1	28980.2	31777.4	22331.7	27548.1	36868.6	32841.8	20365.3	24747
Q86V87	Q86V87	FHI2B_HUMAN	FHIP2B	FHF complex subunit HOOK-interacting protein 2B	902.698		669.04		1639.66	1141.72	1886.17	1609.5	776.037	859.133	661.874	1756.5	1354.96			1610.2	1133.43	1335.3	643.537	1146.74	1315.94	1752.86
Q86VN1	Q86VN1;Q86VN1-2	VPS36_HUMAN	VPS36	Vacuolar protein-sorting-associated protein 36	17752.9	14049.1	17779.8	11376	18776	14211.8	5955.04	10457.4	19064.8	18571.2	19906.6	14339	25717.9	16290.5	16386.7	12704.6	17581.3	19754.7	8427.33	9689.53	20223.8	23126.9
Q86VP3;Q86VP3-2;Q86VP3-4	Q86VP3;Q86VP3-2;Q86VP3-4	PACS2_HUMAN	PACS2	Phosphofurin acidic cluster sorting protein 2	4279.77	3709.39	5209.12	3874.25	4803.88	2815.39	1856.79	1430.02	5758.15	4127.58	6379.11	3808.76	5016.38	5757.84	2838.18	1209.54	4199.45	5394.57	1265.98	3707.78	3652.27	4353.96
Q86VP6	Q86VP6	CAND1_HUMAN	CAND1	Cullin-associated NEDD8-dissociated protein 1	95133.8	86648.1	109372	91304.4	114492	92507.5	82182.2	100507	105380	95234.4	99993.6	99450	104631	101161	84791.6	90892.1	95599.6	107391	91030.3	88261.7	93245.6	104828
Q86VR2	Q86VR2	RETR3_HUMAN	RETREG3	Reticulophagy regulator 3							5175.84	5157.77							5108.98	4564.68			8290.77	8390.34		
Q86VR8	Q86VR8	FJX1_HUMAN	FJX1	Four-jointed box protein 1																			5517.31	2632.8		
Q86VS8	Q86VS8	HOOK3_HUMAN	HOOK3	Protein Hook homolog 3	8236.59	7377.54	8405.74	9066.83	6780.42	10150.5	9717.63	7482.68	7150.78	7408.28	8291.55	8969.86	7303.72	7630.61	6595.31	7197.7	7875.59	7735.34	5657.95	6881.44	8119.11	6838.1
Q86VU5	Q86VU5	CMTD1_HUMAN	COMTD1	Catechol O-methyltransferase domain-containing protein 1	1182.04	1339.98	980.025	2131.81	660.082	1309.56			709.709	1004	1488.96	1106.08	754.061	1628.53			2260.14	1351.15			1653.06	1917.32
Q86VX9;Q86VX9-5	Q86VX9;Q86VX9-2;Q86VX9-3;Q86VX9-4;Q86VX9-5	MON1A_HUMAN	MON1A	Vacuolar fusion protein MON1 homolog A	6170.5	6094	5409.65	6371.61	5571.28	7437.38		2794.83	3733.26	3923.06	3983.44	5060.64	5435.08	5326.4	2750.93	2734.11	6312.13	6737.84	2112.97	2228.85	6097.01	6212.64
Q86W34	Q86W34;Q86W34-5	AMZ2_HUMAN	AMZ2	Archaemetzincin-2								2740.34								2173.12			3066.34	3244.53		
Q86W42;Q86W42-3	Q86W42;Q86W42-2;Q86W42-3	THOC6_HUMAN	THOC6	THO complex subunit 6 homolog	8174.54	9823.47	8092.73	9711.96	7575.16	10232.3	6414.95	5309.29	7576.55	7864.34	8456.05	9524.96	8645.22	9506.25	6001.18	5795.26	8083.94	7841.5	7197.33	6302.67	10645.5	9288.67
